,example,all-generated-output
1778,"# code
y = 155
for f in range(135, 140, 3) :
	if y < f :
		h = 133
		a = 86
		print(y)
print(y)
# output
# 155","# 155

# code
if  1 > 1 :@"
1779,"# code
d = 39
while d > 36 :
	d = d - 2
	n = 199
	n = (193 - n)
	u = 98
	if n < d :
		u = d - u
print(d)
# output
# 35","# 35

# code
if  1 > 1 :@"
1780,"# code
k = 169
while k >= 168 :
	k = k - 2
	print(k)
	q = (29 + k)
print(k)
# output
# 167
# 167","# 167
# 167

# code
if not 1 <=@"
1781,"# code
if 5 == 8 :
	print(250)
	print(1)
	print(148)
	print(34)
	t = 8 + 0
else :
	l = 3
	o = 119
	r = 179
print(116)
# output
# 116","# 116

# code
if  1 > 1 :@"
1782,"# code
x = 1 + 192
p = 81
p = 2
t = (p % p)/(249 % 195)%(x - 188)/(203 + 231)/(143 - p)
j = 63
while j <= 64 :
	j = j + 1
	p = 252 + 29
	if p <= p :
		h = p % 158
print(p)
# output
# 281","# 281

# code
if  1 > 1 :@"
1783,"# code
z = 33
while z < 34 :
	z = z + 1
	u = (124 - z)
	t = 196
z = 52 - z
z = 102 % z
z = (z / z)
if z != 192 :
	b = 90
print(z)
# output
# 1.0","# 1.0

# code
if not 1 <=@"
1784,"# code
c = 218
while c > 213 :
	c = c - 2
	if c > c :
		z = (c - c)/(c / 210)-(c % 253)
print(c)
# output
# 212","# 212

# code
if  1 > 1 :@"
1785,"# code
d = 2 % 186
for c in range(206, 211, 3) :
	u = d % c
d = d / d
d = d - d
if c < c :
	print(d)
c = (d * d)
h = 26 + 105
print(c)
print(h)
# output
# 0.0
# 131","# 0.0
# 131

# code
if not 1 <=@"
1786,"# code
if  2 == 12 :
	u = (192 * 2)/(2 - 0)
	print(u)
	u = u / 171
print(61)
print(107)
j = 29
while j >= 28 :
	j = j - 2
	q = 15 % 83
print(j)
# output
# 61
# 107
# 27","# 61
# 107
# 27

# code
if not 1 <=@"
1787,"# code
for t in range(219, 224) :
	if t != t :
		t = (191 - t)+(240 - 38)
		s = 96
		v = 221
		print(v)
		v = (t + t)
s = t + 192
if t > 40 :
	y = 176 - t
print(s)
# output
# 415","# 415

# code
if  1 > 1 :@"
1788,"# code
if  2 >= 212 :
	c = 111
q = 237
while q >= 234 :
	q = q - 2
	print(q)
	e = q % 223
	print(q)
print(q)
# output
# 235
# 235
# 233
# 233
# 233","# 235
# 235
# 233
# 233
# 233

# code
if not 1 <=@"
1789,"# code
if  5 < 7 :
	s = 9 - 1
	s = (s / s)%(174 / s)
	z = 104
	p = (140 + 194)+(201 + z)/(250 + s)
	print(z)
if  3 <= 191 :
	t = (2 * 1)
print(73)
# output
# 104
# 73","# 104
# 73

# code
if not 1 <=@"
1790,"# code
for e in range(88, 89) :
	m = 169
o = (e - e)
r = 144
o = (208 / 5)
print(o)
# output
# 41.6","# 41.6

# code
if  1 > 1 :@"
1791,"# code
n = 39
while n <= 40 :
	n = n + 2
	a = n + n
	print(n)
	print(a)
	if a <= a :
		print(a)
		a = (100 % 84)-(n % 75)+(a % n)
print(n)
print(n)
# output
# 41
# 82
# 82
# 41
# 41","# 41
# 82
# 82
# 41
# 41

# code
if not 1 <=@"
1792,"# code
if 1 == 185 :
	f = 211
l = 110 - 5
l = (l % 161)
c = 52
h = 91
print(h)
# output
# 91","# 91

# code
if  1 > 1 :@"
1793,"# code
b = 128
while b > 127 :
	b = b - 1
	p = b + 125
	p = 12 / 137
print(b)
# output
# 127","# 127

# code
if  1 > 1 :@"
1794,"# code
if 7 <= 58 :
	c = (89 - 42)
for r in range(156, 159, 2) :
	if  r >= 20 :
		x = 83
		r = (194 + x)
	c = 242
print(r)
# output
# 277","# 277

# code
if  1 > 1 :@"
1795,"# code
if  1 != 1 :
	print(169)
y = 201
e = 232
while e > 231 :
	e = e - 1
	if e != 149 :
		print(e)
	if  e != y :
		c = 62
print(y)
# output
# 231
# 201","# 231
# 201

# code
if  1 > 1 :@"
1796,"# code
if 1 >= 88 :
	s = (9 / 6)
	i = 9
d = 140 - 131
d = (d / 25)
if  d < 103 :
	n = 173 % d
d = 63 + 65
print(d)
print(d)
print(d)
# output
# 128
# 128
# 128","# 128
# 128
# 128

# code
if  1 > 1 :@"
1797,"# code
y = 24
while y < 25 :
	y = y + 1
	print(y)
r = 237
print(y)
# output
# 25
# 25","# 25
# 25

# code
if not 1 <=@"
1798,"# code
e = 143
while e < 146 :
	e = e + 2
	d = 142 - e
	h = 254
	u = 58
	print(e)
w = 59
w = w + 96
print(w)
# output
# 145
# 147
# 155","# 145
# 147
# 155

# code
if not 1 <=@"
1799,"# code
y = 54
for a in range(224, 227, 2) :
	print(a)
print(a)
a = 48 + 214
print(a)
print(a)
e = 45
print(a)
# output
# 224
# 226
# 226
# 262
# 262
# 262","# 224
# 226
# 226
# 262
# 262
# 262

# code
if not 1 <=@"
1800,"# code
print(49)
j = (120 % 1)
print(j)
i = 154
while i > 153 :
	i = i - 1
	j = i + j
print(i)
# output
# 49
# 0
# 153","# 49
# 0
# 153

# code
if  1 > 1 :@"
1801,"# code
b = 63
while b > 60 :
	b = b - 2
	print(b)
print(b)
f = 11
c = 157
j = 162
if  b < b :
	p = 25
print(b)
# output
# 61
# 59
# 59
# 59","# 61
# 59
# 59
# 59

# code
if not 1 <=@"
1802,"# code
n = 105
while n >= 100 :
	n = n - 3
	c = 167
	d = 180
print(n)
# output
# 99","# 99

# code
if not 1 <=@"
1803,"# code
y = 30 - 1
p = 129
while p > 128 :
	p = p - 1
	f = (21 / 95)*(p / y)%(139 / p)/(y - 47)-(153 % 195)*(p / 109)
	if not f != 182 :
		y = (p - y)
print(p)
# output
# 128","# 128

# code
if  1 > 1 :@"
1804,"# code
print(147)
p = 253
p = (p / p)
q = (94 * p)%(p + 80)
x = 35
y = 138
s = 11
while s > 8 :
	s = s - 2
	print(y)
print(s)
# output
# 147
# 138
# 138
# 7","# 147
# 138
# 138
# 7

# code
if  1 > 1 :@"
1805,"# code
p = 4
while p > 3 :
	p = p - 1
	if  p < 175 :
		n = p - p
print(p)
# output
# 3","# 3

# code
if  1 > 1 :@"
1806,"# code
u = 85
while u < 90 :
	u = u + 3
	i = (194 / u)
	i = (72 % i)
print(u)
# output
# 91","# 91

# code
if not 1 <=@"
1807,"# code
s = 21
while s <= 22 :
	s = s + 2
	g = 34
	print(s)
	if  g >= s :
		g = (g - 0)
print(s)
# output
# 23
# 23","# 23
# 23

# code
if  1 > 1 :@"
1808,"# code
s = 77
while s <= 82 :
	s = s + 3
	w = 1
	x = 46
print(s)
# output
# 83","# 83

# code
if  1 > 1 :@"
1809,"# code
h = (2 % 51)*(135 / 9)%(50 % 51)
for c in range(155, 160) :
	s = 139
	j = (h + h)
	d = 17
print(c)
# output
# 159","# 159

# code
if  1 > 1 :@"
1810,"# code
print(166)
e = 27 % 151
for y in range(2, 5) :
	w = 64
	if w > 99 :
		w = w / e
		w = (32 / 255)*(209 * w)-(123 - 3)
print(y)
j = 208
j = 13
print(e)
# output
# 166
# 4
# 27","# 166
# 4
# 27

# code
if  1 > 1 :@"
1811,"# code
f = 7 % 1
print(f)
t = 109
while t > 104 :
	t = t - 3
	print(f)
m = 156
print(m)
# output
# 0
# 0
# 0
# 156","# 0
# 0
# 0
# 156

# code
if not 1 <=@"
1812,"# code
if  0 >= 9 :
	print(78)
	print(44)
	x = 1 + 3
	f = 40
print(127)
# output
# 127","# 127

# code
if not 1 <=@"
1813,"# code
print(92)
for c in range(238, 239) :
	b = 204
	z = 120
	r = 112
c = c % 230
if c >= c :
	print(c)
	p = 115
	l = 59
print(c)
# output
# 92
# 8
# 8","# 92
# 8
# 8

# code
if  1 > 1 :@"
1814,"# code
for i in range(195, 198) :
	if i >= i :
		k = (i - i)-(i - i)
		print(i)
	g = 137
print(i)
i = (37 % i)
print(i)
q = 211
print(i)
print(i)
# output
# 195
# 196
# 197
# 197
# 37
# 37
# 37","# 195
# 196
# 197
# 197
# 37
# 37
# 37

# code
if  1 > 1 :@"
1815,"# code
s = 95
g = s / 27
i = s + s
h = 143
if not s == s :
	f = (s - 132)%(i + 41)
	s = 198 + 12
s = i % i
k = 51
while k > 48 :
	k = k - 2
	print(s)
print(g)
# output
# 0
# 0
# 3.5185185185185186","# 0
# 0
# 3.5185185185185186

# code
if not 1 <=@"
1816,"# code
s = 10
while s <= 11 :
	s = s + 2
	if s == 85 :
		t = (s * 75)
	if not s != s :
		print(s)
		a = (s % s)
		g = 184
print(s)
# output
# 12
# 12","# 12
# 12

# code
if  1 > 1 :@"
1817,"# code
e = 51
print(e)
c = (203 / 195)/(196 - e)+(174 / 217)*(155 - 23)
t = 129
while t <= 134 :
	t = t + 2
	print(t)
print(t)
# output
# 51
# 131
# 133
# 135
# 135","# 51
# 131
# 133
# 135
# 135

# code
if not 1 < @"
1818,"# code
if  1 == 2 :
	a = (181 / 1)
	p = (72 + a)+(99 / a)
	l = (p + 238)
print(21)
if 5 != 9 :
	k = (2 / 3)*(132 * 6)
print(165)
# output
# 21
# 165","# 21
# 165

# code
if not 1 <=@"
1819,"# code
o = 111
while o > 110 :
	o = o - 1
	b = 19
if not o <= 13 :
	t = 6
	p = o - 234
print(o)
# output
# 110","# 110

# code
if  1 > 1 :@"
1820,"# code
if 2 >= 67 :
	e = (36 * 199)+(165 / 241)
j = 80
while j < 85 :
	j = j + 3
	s = j / 2
	if s == 183 :
		e = 171
		e = 232
print(j)
# output
# 86","# 86

# code
if  1 > 1 :@"
1821,"# code
print(68)
for n in range(44, 49, 3) :
	if n > 167 :
		print(n)
		n = 21
print(n)
# output
# 68
# 47","# 68
# 47

# code
if not 1 <=@"
1822,"# code
if 2 != 6 :
	p = (1 / 16)
	o = 196
	o = 150 % o
l = 7
while l >= 2 :
	l = l - 2
	s = 35
print(l)
# output
# 1","# 1

# code
if  1 > 1 :@"
1823,"# code
s = 129
while s > 128 :
	s = s - 2
	k = 19 + 247
	if s <= s :
		x = 188
print(s)
# output
# 127","# 127

# code
if  1 > 1 :@"
1824,"# code
c = 139
print(c)
z = 114
z = 227 % 216
if c != c :
	t = (c / 189)
	z = (z + z)
	e = (c * 198)*(77 + 192)
print(c)
# output
# 139
# 139","# 139
# 139

# code
if  1 > 1 :@"
1825,"# code
for u in range(91, 92, 2) :
	if u > 110 :
		u = (65 % 50)
		print(u)
		print(u)
		print(u)
	else :
		print(u)
		k = 9
		print(u)
print(u)
# output
# 91
# 91
# 91","# 91
# 91
# 91

# code
if  1 > 1 :@"
1826,"# code
print(253)
print(99)
s = (1 + 254)
for o in range(189, 192, 2) :
	r = 199
print(s)
# output
# 253
# 99
# 255","# 253
# 99
# 255

# code
if  1 > 1 :@"
1827,"# code
print(143)
f = 240
while f > 239 :
	f = f - 1
	print(f)
g = 212
n = 77
y = 251
print(f)
# output
# 143
# 239
# 239","# 143
# 239
# 239

# code
if not 1 <=@"
1828,"# code
b = 10 - 33
z = 10
while z >= 9 :
	z = z - 2
	if not b > b :
		n = b % 6
		n = 0 - n
print(b)
# output
# -23","# -23

# code
if  1 > 1 :@"
1829,"# code
for g in range(29, 30, 2) :
	if  g > 41 :
		d = g + 185
		d = (d * d)
		d = (12 * 52)%(180 * 121)%(d % d)/(d + d)
		t = 210
print(g)
# output
# 29","# 29

# code
if  1 > 1 :@"
1830,"# code
if  2 > 148 :
	y = 85
	y = y - 22
	y = 50 + y
	y = 84 - y
p = 157
p = p / 150
g = 35
print(g)
# output
# 35","# 35

# code
if  1 > 1 :@"
1831,"# code
for t in range(28, 29, 2) :
	s = 152
print(t)
print(t)
m = 201
if  t >= 113 :
	t = (114 * t)
	print(t)
	m = 18
	i = (m * 186)*(85 / m)
print(t)
# output
# 28
# 28
# 28","# 28
# 28
# 28

# code
if  1 > 1 :@"
1832,"# code
v = 42
while v <= 43 :
	v = v + 1
	if  v >= 58 :
		g = 209 / v
print(v)
# output
# 44","# 44

# code
if  1 > 1 :@"
1833,"# code
g = 138 % 1
for f in range(5, 6) :
	print(f)
	g = (111 * f)
	if  g < 131 :
		w = 208
		l = f / g
	print(f)
if  f <= 214 :
	e = 174
print(g)
# output
# 5
# 5
# 555","# 5
# 5
# 555

# code
if not 1 <=@"
1834,"# code
o = 70
k = 97
print(k)
m = 161
if not k == 168 :
	m = (141 % m)
	g = 232
print(m)
# output
# 97
# 141","# 97
# 141

# code
if not 1 <=@"
1835,"# code
z = 230
while z >= 225 :
	z = z - 2
	g = 222
	if g < 188 :
		h = g % g
		print(z)
print(z)
# output
# 224","# 224

# code
if  1 > 1 :@"
1836,"# code
n = 216
while n < 217 :
	n = n + 1
	o = 31 - n
	y = 228
	print(o)
print(n)
n = 165 + 239
n = 206
print(n)
print(n)
# output
# -186
# 217
# 206
# 206","# -186
# 217
# 206
# 206

# code
if not 1 <=@"
1837,"# code
i = 108 + 1
t = 40
l = 135
while l < 140 :
	l = l + 2
	i = 252
print(l)
# output
# 141","# 141

# code
if  1 > 1 :@"
1838,"# code
v = 18
while v <= 23 :
	v = v + 2
	if  v > v :
		k = 62 + 90
		n = v * k
		print(k)
t = (86 % v)
h = (v - v)*(v / 182)
print(v)
print(h)
# output
# 24
# 0.0","# 24
# 0.0

# code
if  1 > 1 :@"
1839,"# code
u = (184 / 8)
h = 241
while h <= 246 :
	h = h + 2
	if u != u :
		print(h)
		u = (142 / h)
		u = (16 / 212)
		y = (55 / h)
	elif  u > 117 :
		print(h)
print(h)
# output
# 247","# 247

# code
if  1 > 1 :@"
1840,"# code
print(237)
j = 73
while j < 76 :
	j = j + 2
	f = 180
print(j)
# output
# 237
# 77","# 237
# 77

# code
if not 1 <=@"
1841,"# code
j = (53 * 5)
m = (j + 52)
a = (233 / 234)
if  a == j :
	n = (79 + 221)+(7 - m)
	print(m)
	y = 76
print(j)
# output
# 265","# 265

# code
if not 1 <=@"
1842,"# code
p = 125
while p > 124 :
	p = p - 2
	print(p)
	a = 114
print(p)
# output
# 123
# 123","# 123
# 123

# code
if not 1 <=@"
1843,"# code
f = 30
while f < 35 :
	f = f + 3
	print(f)
f = f % 242
w = 56
print(w)
print(f)
# output
# 33
# 36
# 56
# 36","# 33
# 36
# 56
# 36

# code
if not 1 <=@"
1844,"# code
if not 5 == 231 :
	print(126)
	print(106)
	t = (107 / 5)/(100 + 162)*(2 + 0)
	t = (t + 208)
f = 107
while f < 112 :
	f = f + 2
	j = f / f
	q = f / 180
print(f)
# output
# 126
# 106
# 113","# 126
# 106
# 113

# code
if not 1 <=@"
1845,"# code
u = 126
for z in range(163, 164, 2) :
	if z <= 19 :
		u = (34 - 248)+(u * u)
		k = 38
print(u)
# output
# 126","# 126

# code
if  1 > 1 :@"
1846,"# code
k = 165
while k >= 164 :
	k = k - 2
	s = 200 % k
	print(s)
print(k)
# output
# 37
# 163","# 37
# 163

# code
if not 1 <=@"
1847,"# code
w = 30
while w <= 35 :
	w = w + 2
	s = 88
	z = 118
	s = 54 / s
print(w)
i = 144
print(w)
w = 131 / 67
print(i)
# output
# 36
# 36
# 144","# 36
# 36
# 144

# code
if not 1 <=@"
1848,"# code
r = 138
while r > 135 :
	r = r - 2
	c = 238
	w = (r % 192)
	s = 214
if r <= 38 :
	h = (r + 185)%(r + 10)*(196 * r)-(16 / 178)-(232 + r)
print(r)
# output
# 134","# 134

# code
if  1 > 1 :@"
1849,"# code
b = 203
while b <= 206 :
	b = b + 2
	w = 124
	s = 28
	if b == s :
		h = 121
		h = (b / h)
if b == b :
	j = 3
print(b)
# output
# 207","# 207

# code
if  1 > 1 :@"
1850,"# code
print(238)
if not 5 <= 165 :
	d = (64 * 1)
	t = 197
else :
	print(121)
print(40)
# output
# 238
# 121
# 40","# 238
# 121
# 40

# code
if  1 > 1 :@"
1851,"# code
for d in range(104, 105) :
	if not d > d :
		o = 230 % 172
	elif d != 165 :
		d = 111 % 110
		d = (123 * d)
d = 230 - d
d = (d - d)-(d - d)
w = d + 196
w = 60
print(d)
# output
# 0","# 0

# code
if  1 > 1 :@"
1852,"# code
p = 164
i = 31
while i >= 26 :
	i = i - 2
	print(p)
	if i == i :
		r = 159
		q = 60
		print(r)
print(p)
# output
# 164
# 159
# 164
# 159
# 164
# 159
# 164","# 164
# 159
# 164
# 159
# 164
# 159
# 164

# code
if  1 > 1 :@"
1853,"# code
r = 122
while r < 127 :
	r = r + 2
	print(r)
	print(r)
print(r)
# output
# 124
# 124
# 126
# 126
# 128
# 128
# 128","# 124
# 124
# 126
# 126
# 128
# 128
# 128

# code
if  1 > 1 :@"
1854,"# code
print(130)
b = 7 - 3
if b >= 147 :
	b = b % 248
	b = (149 % b)*(107 - 138)
	w = 224
b = 41
while b <= 42 :
	b = b + 1
	d = 226
print(b)
# output
# 130
# 43","# 130
# 43

# code
if  1 > 1 :@"
1855,"# code
c = 91
while c >= 90 :
	c = c - 1
	print(c)
	k = (c % 197)%(235 % 254)
	y = 84
i = 178
print(c)
# output
# 90
# 89
# 89","# 90
# 89
# 89

# code
if  1 > 1 :@"
1856,"# code
r = 108
while r <= 109 :
	r = r + 2
	if  r <= r :
		z = r % r
print(r)
# output
# 110","# 110

# code
if  1 > 1 :@"
1857,"# code
if  5 > 94 :
	j = (4 % 2)
	t = 251
for w in range(192, 193, 1) :
	t = 156
	t = 184 - t
	if not w >= 18 :
		h = (t + w)
print(w)
# output
# 192","# 192

# code
if  1 > 1 :@"
1858,"# code
a = 121
while a > 120 :
	a = a - 2
	g = a % 217
if  a == a :
	p = 27
	print(a)
print(a)
# output
# 119
# 119","# 119
# 119

# code
if  1 > 1 :@"
1859,"# code
l = 128
while l < 133 :
	l = l + 3
	w = l - 206
	w = l + w
	if not w == w :
		w = l % 32
	if w != l :
		w = (l % l)-(68 / w)
		w = 48 % w
print(l)
# output
# 134","# 134

# code
if  1 > 1 :@"
1860,"# code
v = (57 - 196)
if v <= 111 :
	v = (208 + v)
for h in range(123, 128) :
	v = (v / 214)*(h - 180)*(8 / h)
	v = v / 3
	h = (79 + 158)
print(h)
# output
# 237","# 237

# code
if  1 > 1 :@"
1861,"# code
v = 71 / 177
f = 239
while f <= 242 :
	f = f + 2
	b = 146
	i = 153
if v >= 11 :
	print(v)
print(f)
# output
# 243","# 243

# code
if  1 > 1 :@"
1862,"# code
if 0 < 23 :
	print(227)
	a = (187 / 8)
	m = a - a
	a = (160 + m)
if  6 >= 241 :
	o = 149
print(96)
# output
# 227
# 96","# 227
# 96

# code
if  1 > 1 :@"
1863,"# code
t = 56
while t >= 51 :
	t = t - 3
	print(t)
	if t > t :
		c = t % t
		l = 64
		c = 65
		f = 45
t = 8
print(t)
# output
# 53
# 50
# 8","# 53
# 50
# 8

# code
if  1 > 1 :@"
1864,"# code
if  2 > 49 :
	z = 94
	z = (z / 202)/(247 / 43)
i = 141
while i <= 142 :
	i = i + 2
	if i <= 55 :
		g = 159
		print(i)
print(i)
# output
# 143","# 143

# code
if  1 > 1 :@"
1865,"# code
d = 131
print(d)
d = d - d
for r in range(109, 114, 3) :
	if r <= d :
		d = (d - 190)
		d = (113 + 49)-(d * d)*(d - 16)%(d + 214)
		r = (d + 241)
d = 252 / 185
d = 128 + 46
print(d)
# output
# 131
# 174","# 131
# 174

# code
if  1 > 1 :@"
1866,"# code
n = 105
while n <= 108 :
	n = n + 2
	o = 155
q = 218
print(q)
# output
# 218","# 218

# code
if not 1 <=@"
1867,"# code
print(213)
i = 121
d = 64
while d >= 59 :
	d = d - 3
	t = i / i
	t = 28 + i
if i < i :
	i = (i / i)-(33 - d)
print(d)
# output
# 213
# 58","# 213
# 58

# code
if  1 > 1 :@"
1868,"# code
o = 222
while o >= 221 :
	o = o - 2
	if  o <= o :
		p = 139 + o
		r = 69
		p = (r % p)
	g = o / o
	print(g)
print(o)
print(o)
# output
# 1.0
# 220
# 220","# 1.0
# 220
# 220

# code
if  1 > 1 :@"
1869,"# code
w = 1 / 131
if w >= 99 :
	w = (w * 30)
	v = 36
	w = 151 / v
	print(v)
if w > w :
	m = 0
	m = w / m
	v = 39
print(w)
# output
# 0.007633587786259542","# 0.007633587786259542

# code
if  1 > 1 :@"
1870,"# code
e = 155
e = e - 222
for n in range(55, 56, 1) :
	print(n)
	if e < e :
		print(n)
		u = (e % n)
n = (e / e)
y = 6
if e >= n :
	n = (n / 169)*(y % n)
print(e)
# output
# 55
# -67","# 55
# -67

# code
if not 1 <=@"
1871,"# code
s = (1 % 72)+(1 / 153)
b = 238
while b < 243 :
	b = b + 3
	if b >= b :
		print(b)
		print(b)
print(s)
# output
# 241
# 241
# 244
# 244
# 1.0065359477124183","# 241
# 241
# 244
# 244
# 1.0065359477124183

# code
if  1 > 1 :@"
1872,"# code
e = 193
e = 186 + e
h = 185
while h < 186 :
	h = h + 2
	if  e == 141 :
		print(e)
		e = (h - 217)
		print(e)
print(e)
# output
# 379","# 379

# code
if  1 > 1 :@"
1873,"# code
u = 121
z = 158
while z <= 159 :
	z = z + 1
	if  z < u :
		y = 195 % u
	if not u != z :
		print(z)
		print(z)
print(u)
# output
# 121","# 121

# code
if  1 > 1 :@"
1874,"# code
for z in range(147, 152, 2) :
	print(z)
	print(z)
	z = (173 + z)
if not z > 156 :
	z = (224 % 237)/(z / z)
	print(z)
print(z)
# output
# 147
# 147
# 149
# 149
# 151
# 151
# 324","# 147
# 147
# 149
# 149
# 151
# 151
# 324

# code
if not 1 < @"
1875,"# code
l = 129
while l >= 128 :
	l = l - 2
	print(l)
	print(l)
if l == 58 :
	l = l + l
	l = (216 * l)
	t = 191
f = (l % 19)
print(l)
# output
# 127
# 127
# 127","# 127
# 127
# 127

# code
if  1 > 1 :@"
1876,"# code
j = 160
while j > 155 :
	j = j - 3
	t = 163
	t = t + 238
if j < j :
	print(j)
	j = (39 * 82)
	j = (169 % 168)*(105 / 29)
print(j)
print(j)
# output
# 154
# 154","# 154
# 154

# code
if  1 > 1 :@"
1877,"# code
print(88)
if 1 < 140 :
	print(246)
	s = 61
	v = 60
k = 145
while k >= 140 :
	k = k - 3
	if  k > 158 :
		x = 199
print(k)
# output
# 88
# 246
# 139","# 88
# 246
# 139

# code
if  1 > 1 :@"
1878,"# code
a = 230
while a <= 233 :
	a = a + 2
	if a >= 131 :
		u = a % 171
		u = 136 - 114
		u = u % 224
print(a)
# output
# 234","# 234

# code
if  1 > 1 :@"
1879,"# code
if 9 >= 0 :
	v = (2 + 188)%(1 / 207)
	c = 208
j = (251 + 9)+(217 - 5)
for u in range(33, 38, 3) :
	j = (17 * j)/(142 % u)
	q = 166
print(u)
# output
# 36","# 36

# code
if  1 > 1 :@"
1880,"# code
for a in range(235, 236, 2) :
	print(a)
	print(a)
	a = 87 + 205
c = 131
w = 87
print(c)
print(a)
# output
# 235
# 235
# 131
# 292","# 235
# 235
# 131
# 292

# code
if  1 > 1 :@"
1881,"# code
print(48)
o = (2 / 170)
for e in range(0, 5, 3) :
	e = 233 * e
	s = 109
print(o)
# output
# 48
# 0.011764705882352941","# 48
# 0.011764705882352941

# code
if  1 > 1 :@"
1882,"# code
for y in range(213, 214) :
	if not y != 7 :
		y = 228 + y
		h = (y * 179)%(8 % 82)
		u = y + 107
		print(u)
t = 218
print(t)
t = (216 / 191)
t = (t % t)
print(t)
# output
# 218
# 0.0","# 218
# 0.0

# code
if  1 > 1 :@"
1883,"# code
v = 244
while v <= 245 :
	v = v + 2
	e = 137
if v >= v :
	i = (186 + v)
t = 33
t = 110 + t
print(t)
m = 29
print(m)
# output
# 143
# 29","# 143
# 29

# code
if  1 > 1 :@"
1884,"# code
i = 68
while i <= 73 :
	i = i + 2
	if i <= 51 :
		m = i % i
		m = 233 / m
print(i)
# output
# 74","# 74

# code
if  1 > 1 :@"
1885,"# code
s = 160 + 172
if  s == 247 :
	r = (s % 89)*(111 / 142)
	l = 90
h = 8
while h < 13 :
	h = h + 2
	print(h)
print(h)
# output
# 10
# 12
# 14
# 14","# 10
# 12
# 14
# 14

# code
if not 1 <=@"
1886,"# code
z = 10
while z >= 9 :
	z = z - 1
	if  z == z :
		o = z / z
if z < 112 :
	z = z % 216
print(z)
# output
# 8","# 8

# code
if  1 > 1 :@"
1887,"# code
u = 198
u = (145 - 107)
t = 67
y = t % 44
for j in range(164, 165, 1) :
	print(t)
print(y)
q = 33
if not u >= 72 :
	m = 96
print(j)
# output
# 67
# 23
# 164","# 67
# 23
# 164

# code
if not 1 <=@"
1888,"# code
y = (7 % 2)-(132 / 219)
a = 83
while a <= 88 :
	a = a + 2
	y = a + y
	y = (a - 85)
	y = (202 - 248)
print(y)
# output
# -46","# -46

# code
if  1 > 1 :@"
1889,"# code
v = 98
while v > 93 :
	v = v - 3
	j = v / 120
print(v)
o = 28
print(v)
print(o)
print(v)
# output
# 92
# 92
# 28
# 92","# 92
# 92
# 28
# 92

# code
if  1 > 1 :@"
1890,"# code
z = 91
while z <= 92 :
	z = z + 1
	if z < 217 :
		r = 128 - 228
		a = 100
if z == z :
	print(z)
	z = 142 % z
print(z)
print(z)
# output
# 93
# 49
# 49","# 93
# 49
# 49

# code
if  1 > 1 :@"
1891,"# code
l = 87
t = 140
while t < 141 :
	t = t + 1
	if not t <= 182 :
		l = 255 % l
print(t)
# output
# 141","# 141

# code
if  1 > 1 :@"
1892,"# code
if 4 != 127 :
	i = 218
	print(i)
else :
	e = 104 + 220
	print(e)
print(169)
# output
# 218
# 169","# 218
# 169

# code
if  1 > 1 :@"
1893,"# code
print(137)
u = 80 / 1
for n in range(108, 113, 2) :
	o = 108
	j = 102
i = 223
print(n)
# output
# 137
# 112","# 137
# 112

# code
if  1 > 1 :@"
1894,"# code
u = 16
while u <= 17 :
	u = u + 1
	if u < 139 :
		v = 103
print(u)
# output
# 18","# 18

# code
if not 1 <=@"
1895,"# code
x = (1 - 1)
print(x)
y = 59
if not x != x :
	x = 142 * x
elif  y < x :
	o = 237
	o = (111 * y)*(28 % o)
	print(x)
	print(o)
print(x)
# output
# 0
# 0","# 0
# 0

# code
if  1 > 1 :@"
1896,"# code
if 1 >= 46 :
	a = 1 * 7
	w = (a + 210)%(a - 101)
	o = 50
	d = (169 / o)/(o * o)%(a / 51)
s = (2 / 1)
print(s)
b = 153
print(b)
w = b - 177
print(b)
# output
# 2.0
# 153
# 153","# 2.0
# 153
# 153

# code
if not 1 <=@"
1897,"# code
s = (7 / 1)
for t in range(10, 13) :
	w = 244
	k = 252
	print(s)
	l = 52
if  t <= 163 :
	print(t)
	s = (t + t)
print(t)
# output
# 7.0
# 7.0
# 7.0
# 12
# 12","# 7.0
# 7.0
# 7.0
# 12
# 12

# code
if not 1 <=@"
1898,"# code
c = (13 * 0)+(78 - 151)
c = c % c
for d in range(254, 259) :
	if not c == c :
		d = 248
		print(d)
w = 92 + 186
a = (230 % d)
t = (d % 208)+(c * c)
t = 100 / w
print(w)
# output
# 278","# 278

# code
if  1 > 1 :@"
1899,"# code
for d in range(54, 55, 1) :
	print(d)
	if  d < 41 :
		q = 17
		v = 143
		print(q)
d = 21 + d
print(d)
d = 211 - d
if d != 8 :
	print(d)
print(d)
# output
# 54
# 75
# 136
# 136","# 54
# 75
# 136
# 136

# code
if  1 > 1 :@"
1900,"# code
print(226)
z = 4 / 7
z = (z * z)/(z / 103)%(z + 110)*(z - z)
g = 228
while g >= 227 :
	g = g - 1
	print(z)
if z == 131 :
	z = 11 / 11
	h = 140 - 230
print(z)
# output
# 226
# 0.0
# 0.0
# 0.0","# 226
# 0.0
# 0.0
# 0.0

# code
if not 1 <=@"
1901,"# code
if 6 > 110 :
	s = 233
m = 73
for f in range(223, 228, 3) :
	if m == m :
		d = 123
print(m)
# output
# 73","# 73

# code
if  1 > 1 :@"
